Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  0.85      1.85     0.02  4644539     0.00     0.00  RL::SimpleMDP::GetDiscountRate() const
  0.85      1.87     0.02  3595840     0.00     0.00  std::_Niter_base<RL::Step*>::iterator_type std::__niter_base<RL::Step*>(RL::Step*)
  0.85      1.89     0.02  1198592     0.00     0.00  RL::Step* std::__copy_move_a2<false, RL::Step*, RL::Step*>(RL::Step*, RL::Step*, RL::Step*)
  0.85      1.91     0.02   599296     0.00     0.00  std::vector<RL::Step, std::allocator<RL::Step> >::_M_insert_aux(__gnu_cxx::__normal_iterator<RL::Step*, std::vector<RL::Step, std::allocator<RL::Step> > >, RL::Step const&)
  0.85      1.93     0.02   450538     0.00     0.00  std::_Miter_base<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > >::iterator_type std::__miter_base<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > >(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >)
  0.85      1.95     0.02   222458     0.00     0.00  RL::SimpleMDP::GetStateCount() const
  0.85      1.97     0.02   124576     0.00     0.00  __gnu_cxx::__enable_if<std::__is_scalar<double>::__value, double*>::__type std::__fill_n_a<double*, unsigned long, double>(double*, unsigned long, double const&)
  0.85      1.99     0.02    93968     0.00     0.00  std::vector<double, std::allocator<double> >::vector(unsigned long, double const&, std::allocator<double> const&)
  0.85      2.01     0.02    75625     0.00     0.00  RL::RandomIdx::GetProbability(unsigned int) const
  0.85      2.03     0.02        3     6.67   136.16  SimpleMDPTest_GetEpisode1_Test::TestBody()
  0.64      2.05     0.02  7563936     0.00     0.00  void __gnu_cxx::__alloc_traits<std::allocator<RL::Step> >::construct<RL::Step>(std::allocator<RL::Step>&, RL::Step*, RL::Step const&)
  0.64      2.06     0.02   205920     0.00     0.00  double* std::copy<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*)
  0.42      2.07     0.01  6383811     0.00     0.00  std::vector<RL::RandomIdx, std::allocator<RL::RandomIdx> >::size() const
  0.42      2.08     0.01  2443862     0.00     0.00  std::vector<double, std::allocator<double> >::operator[](unsigned long) const
  0.42      2.09     0.01  1300860     0.00     0.00  RL::Step* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<RL::Step>(RL::Step const*, RL::Step const*, RL::Step*)
  0.42      2.10     0.01  1198592     0.00     0.00  RL::Step* std::__copy_move_a<false, RL::Step*, RL::Step*>(RL::Step*, RL::Step*, RL::Step*)
  0.42      2.11     0.01  1198592     0.00     0.00  RL::Step* std::__uninitialized_copy_a<RL::Step*, RL::Step*, RL::Step>(RL::Step*, RL::Step*, RL::Step*, std::allocator<RL::Step>&)
  0.42      2.12     0.01  1198592     0.00     0.00  RL::Step* std::copy<RL::Step*, RL::Step*>(RL::Step*, RL::Step*, RL::Step*)
  0.42      2.13     0.01   803841     0.00     0.00  void std::_Destroy_aux<true>::__destroy<RL::Step*>(RL::Step*, RL::Step*)
  0.42      2.14     0.01   803841     0.00     0.00  void std::_Destroy<RL::Step*, RL::Step>(RL::Step*, RL::Step*, std::allocator<RL::Step>&)
  0.42      2.15     0.01   803817     0.00     0.00  std::_Vector_base<RL::Step, std::allocator<RL::Step> >::_M_deallocate(RL::Step*, unsigned long)
  0.42      2.16     0.01   747335     0.00     0.00  RL::Random::UniformReal()
  0.42      2.17     0.01   701500     0.00     0.00  std::vector<RL::Step, std::allocator<RL::Step> >::end()
  0.42      2.18     0.01   634292     0.00     0.00  unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&)
  0.42      2.19     0.01   599296     0.00     0.00  std::vector<RL::Step, std::allocator<RL::Step> >::_M_check_len(unsigned long, char const*) const
  0.42      2.20     0.01   452965     0.00     0.00  __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >::__normal_iterator(double const* const&)
  0.42      2.21     0.01   204656     0.00     0.00  std::_Niter_base<__gnu_cxx::__normal_iterator<RL::Step const*, std::vector<RL::Step, std::allocator<RL::Step> > > >::iterator_type std::__niter_base<__gnu_cxx::__normal_iterator<RL::Step const*, std::vector<RL::Step, std::allocator<RL::Step> > > >(__gnu_cxx::__normal_iterator<RL::Step const*, std::vector<RL::Step, std::allocator<RL::Step> > >)
  0.42      2.22     0.01   105525     0.00     0.00  std::_Vector_base<unsigned int, std::allocator<unsigned int> >::_Vector_impl::_Vector_impl(std::allocator<unsigned int> const&)
  0.42      2.23     0.01    39234     0.00     0.00  RL::RandomIdx::operator=(RL::RandomIdx const&)
  0.42      2.24     0.01    23524     0.00     0.00  RL::RandomIdx::RandomIdx(std::vector<double, std::allocator<double> > const&, unsigned int)
  0.42      2.25     0.01    19349     0.00     0.00  std::_Niter_base<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > >::iterator_type std::__niter_base<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >)
  0.42      2.26     0.01    19349     0.00     0.00  void std::_Destroy<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >)
  0.42      2.27     0.01    12772     0.00     0.00  std::vector<double, std::allocator<double> >::vector<unsigned int>(unsigned int, unsigned int, std::allocator<double> const&)
  0.42      2.28     0.01      574     0.02     0.02  std::vector<RL::EV3LineTracerControl, std::allocator<RL::EV3LineTracerControl> >::max_size() const
  0.42      2.29     0.01      319     0.03     0.04  std::vector<RL::RandomIdx, std::allocator<RL::RandomIdx> >::_M_fill_initialize(unsigned long, RL::RandomIdx const&)
  0.42      2.30     0.01       40     0.25     0.25  bool std::__equal_aux<RL::Step const*, RL::Step const*>(RL::Step const*, RL::Step const*, RL::Step const*)
  0.42      2.31     0.01        4     2.50     2.50  RL::Episode::AddStep(unsigned int, unsigned int, double)
  0.42      2.32     0.01        3     3.33   110.27  SimpleMDPTest_GetEpisode0_Test::TestBody()
  0.21      2.33     0.01  2499388     0.00     0.00  __gnu_cxx::__normal_iterator<RL::Step*, std::vector<RL::Step, std::allocator<RL::Step> > >::base() const
  0.21      2.33     0.01   254626     0.00     0.00  std::allocator<double>::allocator(std::allocator<double> const&)
  0.21      2.34     0.01   124576     0.00     0.00  double* std::fill_n<double*, unsigned long, double>(double*, unsigned long, double const&)
  0.21      2.34     0.01     1229     0.00     0.01  void std::uninitialized_fill_n<RL::RandomIdx*, unsigned long, RL::RandomIdx>(RL::RandomIdx*, unsigned long, RL::RandomIdx const&)
  0.21      2.35     0.01       28     0.18     0.18  RL::Episode::Episode(std::vector<RL::Step, std::allocator<RL::Step> >)
  0.21      2.35     0.01       27     0.19     0.19  bool std::operator==<RL::RandomIdx, std::allocator<RL::RandomIdx> >(std::vector<RL::RandomIdx, std::allocator<RL::RandomIdx> > const&, std::vector<RL::RandomIdx, std::allocator<RL::RandomIdx> > const&)
  0.21      2.36     0.01       20     0.25     0.25  std::vector<RL::Step, std::allocator<RL::Step> >::_M_range_check(unsigned long) const
  0.21      2.36     0.01        1     5.00     5.00  RUN_ALL_TESTS()
  0.00      2.36     0.00  7708363     0.00     0.00  operator new(unsigned long, void*)
  0.00      2.36     0.00  5274248     0.00     0.00  std::vector<std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >, std::allocator<std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > > > >::operator[](unsigned long)
  0.00      2.36     0.00  2397184     0.00     0.00  std::_Miter_base<RL::Step*>::iterator_type std::__miter_base<RL::Step*>(RL::Step*)
  0.00      2.36     0.00  2104701     0.00     0.00  std::_Vector_base<RL::Step, std::allocator<RL::Step> >::_M_get_Tp_allocator()
  0.00      2.36     0.00  1797952     0.00     0.00  __gnu_cxx::new_allocator<RL::Step>::max_size() const
  0.00      2.36     0.00  1606958     0.00     0.00  std::vector<double, std::allocator<double> >::size() const
  0.00      2.36     0.00  1505204     0.00     0.00  __gnu_cxx::__normal_iterator<RL::Step*, std::vector<RL::Step, std::allocator<RL::Step> > >::__normal_iterator(RL::Step* const&)
  0.00      2.36     0.00  1198624     0.00     0.00  std::_Vector_base<RL::Step, std::allocator<RL::Step> >::_M_get_Tp_allocator() const
  0.00      2.36     0.00  1198592     0.00     0.00  __gnu_cxx::__alloc_traits<std::allocator<RL::Step> >::max_size(std::allocator<RL::Step> const&)
  0.00      2.36     0.00  1198592     0.00     0.00  std::vector<RL::Step, std::allocator<RL::Step> >::max_size() const
  0.00      2.36     0.00  1198592     0.00     0.00  RL::Step* std::__uninitialized_copy<true>::__uninit_copy<RL::Step*, RL::Step*>(RL::Step*, RL::Step*, RL::Step*)
  0.00      2.36     0.00  1198592     0.00     0.00  RL::Step* std::uninitialized_copy<RL::Step*, RL::Step*>(RL::Step*, RL::Step*, RL::Step*)
  0.00      2.36     0.00  1198592     0.00     0.00  RL::Step* std::__uninitialized_move_if_noexcept_a<RL::Step*, RL::Step*, std::allocator<RL::Step> >(RL::Step*, RL::Step*, RL::Step*, std::allocator<RL::Step>&)
  0.00      2.36     0.00   803841     0.00     0.00  void std::_Destroy<RL::Step*>(RL::Step*, RL::Step*)
  0.00      2.36     0.00   731471     0.00     0.00  std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator()
  0.00      2.36     0.00   701500     0.00     0.00  std::vector<RL::Step, std::allocator<RL::Step> >::begin()
  0.00      2.36     0.00   599360     0.00     0.00  __gnu_cxx::new_allocator<RL::Step>::deallocate(RL::Step*, unsigned long)
  0.00      2.36     0.00   599360     0.00     0.00  __gnu_cxx::new_allocator<RL::Step>::allocate(unsigned long, void const*)
  0.00      2.36     0.00   599360     0.00     0.00  std::_Vector_base<RL::Step, std::allocator<RL::Step> >::_M_allocate(unsigned long)
  0.00      2.36     0.00   599296     0.00     0.00  __gnu_cxx::__normal_iterator<RL::Step*, std::vector<RL::Step, std::allocator<RL::Step> > >::difference_type __gnu_cxx::operator-<RL::Step*, std::vector<RL::Step, std::allocator<RL::Step> > >(__gnu_cxx::__normal_iterator<RL::Step*, std::vector<RL::Step, std::allocator<RL::Step> > > const&, __gnu_cxx::__normal_iterator<RL::Step*, std::vector<RL::Step, std::allocator<RL::Step> > > const&)
  0.00      2.36     0.00   508856     0.00     0.00  std::_Iter_base<double*, false>::_S_base(double*)
  0.00      2.36     0.00   452965     0.00     0.00  __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >::base() const
  0.00      2.36     0.00   452965     0.00     0.00  std::_Iter_base<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, true>::_S_base(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >)
  0.00      2.36     0.00   452965     0.00     0.00  std::_Niter_base<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > >::iterator_type std::__niter_base<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > >(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >)
  0.00      2.36     0.00   450538     0.00     0.00  std::_Iter_base<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, false>::_S_base(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >)
  0.00      2.36     0.00   437512     0.00     0.00  std::_Niter_base<double*>::iterator_type std::__niter_base<double*>(double*)
  0.00      2.36     0.00   376827     0.00     0.00  __gnu_cxx::new_allocator<double>::~new_allocator()
  0.00      2.36     0.00   376827     0.00     0.00  std::allocator<double>::~allocator()
  0.00      2.36     0.00   345954     0.00     0.00  void std::_Destroy_aux<true>::__destroy<double*>(double*, double*)
  0.00      2.36     0.00   345954     0.00     0.00  std::_Vector_base<double, std::allocator<double> >::_M_deallocate(double*, unsigned long)
  0.00      2.36     0.00   345954     0.00     0.00  void std::_Destroy<double*>(double*, double*)
  0.00      2.36     0.00   345954     0.00     0.00  void std::_Destroy<double*, double>(double*, double*, std::allocator<double>&)
  0.00      2.36     0.00   330499     0.00     0.00  std::_Vector_base<double, std::allocator<double> >::_M_allocate(unsigned long)
  0.00      2.36     0.00   279304     0.00     0.00  std::_Vector_base<unsigned int, std::allocator<unsigned int> >::_M_get_Tp_allocator()
  0.00      2.36     0.00   277651     0.00     0.00  __gnu_cxx::new_allocator<double>::max_size() const
  0.00      2.36     0.00   270084     0.00     0.00  std::_Vector_base<double, std::allocator<double> >::_Vector_impl::~_Vector_impl()
  0.00      2.36     0.00   270081     0.00     0.00  std::_Vector_base<double, std::allocator<double> >::~_Vector_base()
  0.00      2.36     0.00   270081     0.00     0.00  std::vector<double, std::allocator<double> >::~vector()
  0.00      2.36     0.00   260941     0.00     0.00  double* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<double>(double const*, double const*, double*)
  0.00      2.36     0.00   254626     0.00     0.00  __gnu_cxx::new_allocator<double>::new_allocator(__gnu_cxx::new_allocator<double> const&)
  0.00      2.36     0.00   254626     0.00     0.00  std::_Vector_base<double, std::allocator<double> >::_Vector_impl::_Vector_impl(std::allocator<double> const&)
  0.00      2.36     0.00   241979     0.00     0.00  __gnu_cxx::new_allocator<double>::allocate(unsigned long, void const*)
  0.00      2.36     0.00   241976     0.00     0.00  __gnu_cxx::new_allocator<double>::deallocate(double*, unsigned long)
  0.00      2.36     0.00   241851     0.00     0.00  std::_Vector_base<double, std::allocator<double> >::_M_create_storage(unsigned long)
  0.00      2.36     0.00   241851     0.00     0.00  std::_Vector_base<double, std::allocator<double> >::_Vector_base(unsigned long, std::allocator<double> const&)
  0.00      2.36     0.00   226887     0.00     0.00  std::vector<double, std::allocator<double> >::begin() const
  0.00      2.36     0.00   226078     0.00     0.00  std::vector<double, std::allocator<double> >::end() const
  0.00      2.36     0.00   225269     0.00     0.00  double* std::__copy_move_a<false, double const*, double*>(double const*, double const*, double*)
  0.00      2.36     0.00   205920     0.00     0.00  double* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*)
  0.00      2.36     0.00   205920     0.00     0.00  double* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*)
  0.00      2.36     0.00   205920     0.00     0.00  double* std::uninitialized_copy<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*)
  0.00      2.36     0.00   205920     0.00     0.00  double* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*, double>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*, std::allocator<double>&)
  0.00      2.36     0.00   204656     0.00     0.00  __gnu_cxx::__normal_iterator<RL::Step const*, std::vector<RL::Step, std::allocator<RL::Step> > >::__normal_iterator(RL::Step const* const&)
  0.00      2.36     0.00   204656     0.00     0.00  __gnu_cxx::__normal_iterator<RL::Step const*, std::vector<RL::Step, std::allocator<RL::Step> > >::base() const
  0.00      2.36     0.00   204656     0.00     0.00  std::_Iter_base<__gnu_cxx::__normal_iterator<RL::Step const*, std::vector<RL::Step, std::allocator<RL::Step> > >, true>::_S_base(__gnu_cxx::__normal_iterator<RL::Step const*, std::vector<RL::Step, std::allocator<RL::Step> > >)
  0.00      2.36     0.00   204536     0.00     0.00  std::_Iter_base<__gnu_cxx::__normal_iterator<RL::Step const*, std::vector<RL::Step, std::allocator<RL::Step> > >, false>::_S_base(__gnu_cxx::__normal_iterator<RL::Step const*, std::vector<RL::Step, std::allocator<RL::Step> > >)
  0.00      2.36     0.00   204536     0.00     0.00  std::_Miter_base<__gnu_cxx::__normal_iterator<RL::Step const*, std::vector<RL::Step, std::allocator<RL::Step> > > >::iterator_type std::__miter_base<__gnu_cxx::__normal_iterator<RL::Step const*, std::vector<RL::Step, std::allocator<RL::Step> > > >(__gnu_cxx::__normal_iterator<RL::Step const*, std::vector<RL::Step, std::allocator<RL::Step> > >)
  0.00      2.36     0.00   204489     0.00     0.00  __gnu_cxx::new_allocator<RL::Step>::~new_allocator()
  0.00      2.36     0.00   204489     0.00     0.00  std::allocator<RL::Step>::~allocator()
  0.00      2.36     0.00   204489     0.00     0.00  std::_Vector_base<RL::Step, std::allocator<RL::Step> >::_Vector_impl::~_Vector_impl()
  0.00      2.36     0.00   204489     0.00     0.00  std::_Vector_base<RL::Step, std::allocator<RL::Step> >::~_Vector_base()
  0.00      2.36     0.00   204489     0.00     0.00  std::vector<RL::Step, std::allocator<RL::Step> >::~vector()
  0.00      2.36     0.00   204457     0.00     0.00  __gnu_cxx::new_allocator<RL::Step>::new_allocator()
  0.00      2.36     0.00   204457     0.00     0.00  std::allocator<RL::Step>::allocator()
  0.00      2.36     0.00   204457     0.00     0.00  std::_Vector_base<RL::Step, std::allocator<RL::Step> >::_Vector_impl::_Vector_impl()
  0.00      2.36     0.00   204457     0.00     0.00  std::_Vector_base<RL::Step, std::allocator<RL::Step> >::_Vector_base()
  0.00      2.36     0.00   204457     0.00     0.00  std::vector<RL::Step, std::allocator<RL::Step> >::vector()
  0.00      2.36     0.00   204437     0.00     0.00  RL::Episode::~Episode()
  0.00      2.36     0.00   204405     0.00     0.00  RL::Episode::Episode()
  0.00      2.36     0.00   197165     0.00     0.00  __gnu_cxx::__normal_iterator<unsigned int const*, std::vector<unsigned int, std::allocator<unsigned int> > >::__normal_iterator(unsigned int const* const&)
  0.00      2.36     0.00   197165     0.00     0.00  __gnu_cxx::__normal_iterator<unsigned int const*, std::vector<unsigned int, std::allocator<unsigned int> > >::base() const
  0.00      2.36     0.00   197165     0.00     0.00  std::_Iter_base<__gnu_cxx::__normal_iterator<unsigned int const*, std::vector<unsigned int, std::allocator<unsigned int> > >, true>::_S_base(__gnu_cxx::__normal_iterator<unsigned int const*, std::vector<unsigned int, std::allocator<unsigned int> > >)
  0.00      2.36     0.00   197165     0.00     0.00  std::_Niter_base<__gnu_cxx::__normal_iterator<unsigned int const*, std::vector<unsigned int, std::allocator<unsigned int> > > >::iterator_type std::__niter_base<__gnu_cxx::__normal_iterator<unsigned int const*, std::vector<unsigned int, std::allocator<unsigned int> > > >(__gnu_cxx::__normal_iterator<unsigned int const*, std::vector<unsigned int, std::allocator<unsigned int> > >)
  0.00      2.36     0.00   194588     0.00     0.00  std::_Iter_base<__gnu_cxx::__normal_iterator<unsigned int const*, std::vector<unsigned int, std::allocator<unsigned int> > >, false>::_S_base(__gnu_cxx::__normal_iterator<unsigned int const*, std::vector<unsigned int, std::allocator<unsigned int> > >)
  0.00      2.36     0.00   194588     0.00     0.00  std::_Miter_base<__gnu_cxx::__normal_iterator<unsigned int const*, std::vector<unsigned int, std::allocator<unsigned int> > > >::iterator_type std::__miter_base<__gnu_cxx::__normal_iterator<unsigned int const*, std::vector<unsigned int, std::allocator<unsigned int> > > >(__gnu_cxx::__normal_iterator<unsigned int const*, std::vector<unsigned int, std::allocator<unsigned int> > >)
  0.00      2.36     0.00   183555     0.00     0.00  std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() const
  0.00      2.36     0.00   174898     0.00     0.00  std::vector<unsigned int, std::allocator<unsigned int> >::size() const
  0.00      2.36     0.00   154808     0.00     0.00  __gnu_cxx::new_allocator<unsigned int>::~new_allocator()
  0.00      2.36     0.00   154808     0.00     0.00  std::allocator<unsigned int>::~allocator()
  0.00      2.36     0.00   147883     0.00     0.00  __gnu_cxx::__alloc_traits<std::allocator<double> >::_S_select_on_copy(std::allocator<double> const&)
  0.00      2.36     0.00   147883     0.00     0.00  std::vector<double, std::allocator<double> >::vector(std::vector<double, std::allocator<double> > const&)
  0.00      2.36     0.00   144781     0.00     0.00  std::_Iter_base<unsigned int*, false>::_S_base(unsigned int*)
  0.00      2.36     0.00   137893     0.00     0.00  std::_Niter_base<unsigned int*>::iterator_type std::__niter_base<unsigned int*>(unsigned int*)
  0.00      2.36     0.00   137180     0.00     0.00  std::vector<double, std::allocator<double> >* std::__addressof<std::vector<double, std::allocator<double> > >(std::vector<double, std::allocator<double> >&)
  0.00      2.36     0.00   128883     0.00     0.00  void std::_Destroy_aux<true>::__destroy<unsigned int*>(unsigned int*, unsigned int*)
  0.00      2.36     0.00   128883     0.00     0.00  std::_Vector_base<unsigned int, std::allocator<unsigned int> >::_M_deallocate(unsigned int*, unsigned long)
  0.00      2.36     0.00   128883     0.00     0.00  void std::_Destroy<unsigned int*>(unsigned int*, unsigned int*)
  0.00      2.36     0.00   128883     0.00     0.00  void std::_Destroy<unsigned int*, unsigned int>(unsigned int*, unsigned int*, std::allocator<unsigned int>&)
  0.00      2.36     0.00   127561     0.00     0.00  std::_Vector_base<unsigned int, std::allocator<unsigned int> >::_M_allocate(unsigned long)
  0.00      2.36     0.00   124576     0.00     0.00  void std::__uninitialized_fill_n<true>::__uninit_fill_n<double*, unsigned long, double>(double*, unsigned long, double const&)
  0.00      2.36     0.00   124576     0.00     0.00  void std::uninitialized_fill_n<double*, unsigned long, double>(double*, unsigned long, double const&)
  0.00      2.36     0.00   124576     0.00     0.00  void std::__uninitialized_fill_n_a<double*, unsigned long, double, double>(double*, unsigned long, double const&, std::allocator<double>&)
  0.00      2.36     0.00   122201     0.00     0.00  __gnu_cxx::new_allocator<double>::new_allocator()
  0.00      2.36     0.00   122201     0.00     0.00  std::allocator<double>::allocator()
  0.00      2.36     0.00   111540     0.00     0.00  RL::RandomIdx* std::__addressof<RL::RandomIdx>(RL::RandomIdx&)
  0.00      2.36     0.00   108868     0.00     0.00  __gnu_cxx::new_allocator<unsigned int>::max_size() const
  0.00      2.36     0.00   106847     0.00     0.00  std::_Vector_base<unsigned int, std::allocator<unsigned int> >::_Vector_impl::~_Vector_impl()
  0.00      2.36     0.00   106847     0.00     0.00  std::_Vector_base<unsigned int, std::allocator<unsigned int> >::~_Vector_base()
  0.00      2.36     0.00   106847     0.00     0.00  std::vector<unsigned int, std::allocator<unsigned int> >::~vector()
  0.00      2.36     0.00   106740     0.00     0.00  std::vector<double, std::allocator<double> >::_M_fill_initialize(unsigned long, double const&)
  0.00      2.36     0.00   105525     0.00     0.00  __gnu_cxx::new_allocator<unsigned int>::new_allocator(__gnu_cxx::new_allocator<unsigned int> const&)
  0.00      2.36     0.00   105525     0.00     0.00  std::allocator<unsigned int>::allocator(std::allocator<unsigned int> const&)
  0.00      2.36     0.00   105521     0.00     0.00  std::_Vector_base<unsigned int, std::allocator<unsigned int> >::_M_create_storage(unsigned long)
  0.00      2.36     0.00   105521     0.00     0.00  std::_Vector_base<unsigned int, std::allocator<unsigned int> >::_Vector_base(unsigned long, std::allocator<unsigned int> const&)
  0.00      2.36     0.00   105424     0.00     0.00  __gnu_cxx::new_allocator<unsigned int>::deallocate(unsigned int*, unsigned long)
  0.00      2.36     0.00   105424     0.00     0.00  __gnu_cxx::new_allocator<unsigned int>::allocate(unsigned long, void const*)
  0.00      2.36     0.00   103365     0.00     0.00  RL::SimpleMDP::GetCostMax() const
  0.00      2.36     0.00   102348     0.00     0.00  std::vector<RL::Step, std::allocator<RL::Step> >::begin() const
  0.00      2.36     0.00   102308     0.00     0.00  std::vector<RL::Step, std::allocator<RL::Step> >::end() const
  0.00      2.36     0.00   102268     0.00     0.00  RL::Step* std::__copy_move_a<false, RL::Step const*, RL::Step*>(RL::Step const*, RL::Step const*, RL::Step*)
  0.00      2.36     0.00   102236     0.00     0.00  std::vector<RL::Step, std::allocator<RL::Step> >::capacity() const
