Flat profile:

Each sample counts as 0.01 seconds.
 no time accumulated

  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
  0.00      0.00     0.00      187     0.00     0.00  testing::internal::scoped_ptr<int const>::~scoped_ptr()
  0.00      0.00     0.00      187     0.00     0.00  testing::internal::scoped_ptr<testing::internal::ParamIteratorInterface<int> >::reset(testing::internal::ParamIteratorInterface<int>*)
  0.00      0.00     0.00      187     0.00     0.00  testing::internal::scoped_ptr<testing::internal::ParamIteratorInterface<int> >::scoped_ptr(testing::internal::ParamIteratorInterface<int>*)
  0.00      0.00     0.00      187     0.00     0.00  testing::internal::scoped_ptr<testing::internal::ParamIteratorInterface<int> >::~scoped_ptr()
  0.00      0.00     0.00      187     0.00     0.00  testing::internal::ParamIterator<int>::ParamIterator(testing::internal::ParamIteratorInterface<int>*)
  0.00      0.00     0.00      187     0.00     0.00  testing::internal::ParamIterator<int>::~ParamIterator()
  0.00      0.00     0.00      187     0.00     0.00  testing::internal::ParamIteratorInterface<int>::ParamIteratorInterface()
  0.00      0.00     0.00      187     0.00     0.00  testing::internal::ParamIteratorInterface<int>::~ParamIteratorInterface()
  0.00      0.00     0.00      187     0.00     0.00  testing::internal::ValuesInIteratorRangeGenerator<int>::Iterator::Iterator(testing::internal::ParamGeneratorInterface<int> const*, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >)
  0.00      0.00     0.00      187     0.00     0.00  testing::internal::ValuesInIteratorRangeGenerator<int>::Iterator::~Iterator()
  0.00      0.00     0.00      187     0.00     0.00  testing::internal::ValuesInIteratorRangeGenerator<int>::Iterator::~Iterator()
  0.00      0.00     0.00      187     0.00     0.00  __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::__normal_iterator(int const* const&)
  0.00      0.00     0.00      187     0.00     0.00  testing::internal::linked_ptr<testing::internal::ParamGeneratorInterface<int> const>::operator->() const
  0.00      0.00     0.00      184     0.00     0.00  __gnu_cxx::__normal_iterator<unsigned int const*, std::vector<unsigned int, std::allocator<unsigned int> > >::__normal_iterator(unsigned int const* const&)
  0.00      0.00     0.00      184     0.00     0.00  __gnu_cxx::__normal_iterator<unsigned int const*, std::vector<unsigned int, std::allocator<unsigned int> > >::base() const
  0.00      0.00     0.00      184     0.00     0.00  std::_Iter_base<__gnu_cxx::__normal_iterator<unsigned int const*, std::vector<unsigned int, std::allocator<unsigned int> > >, false>::_S_base(__gnu_cxx::__normal_iterator<unsigned int const*, std::vector<unsigned int, std::allocator<unsigned int> > >)
  0.00      0.00     0.00      184     0.00     0.00  std::_Iter_base<__gnu_cxx::__normal_iterator<unsigned int const*, std::vector<unsigned int, std::allocator<unsigned int> > >, true>::_S_base(__gnu_cxx::__normal_iterator<unsigned int const*, std::vector<unsigned int, std::allocator<unsigned int> > >)
  0.00      0.00     0.00      184     0.00     0.00  std::_Miter_base<__gnu_cxx::__normal_iterator<unsigned int const*, std::vector<unsigned int, std::allocator<unsigned int> > > >::iterator_type std::__miter_base<__gnu_cxx::__normal_iterator<unsigned int const*, std::vector<unsigned int, std::allocator<unsigned int> > > >(__gnu_cxx::__normal_iterator<unsigned int const*, std::vector<unsigned int, std::allocator<unsigned int> > >)
  0.00      0.00     0.00      184     0.00     0.00  std::_Niter_base<__gnu_cxx::__normal_iterator<unsigned int const*, std::vector<unsigned int, std::allocator<unsigned int> > > >::iterator_type std::__niter_base<__gnu_cxx::__normal_iterator<unsigned int const*, std::vector<unsigned int, std::allocator<unsigned int> > > >(__gnu_cxx::__normal_iterator<unsigned int const*, std::vector<unsigned int, std::allocator<unsigned int> > >)
  0.00      0.00     0.00      175     0.00     0.00  testing::Message::~Message()
  0.00      0.00     0.00      175     0.00     0.00  testing::internal::scoped_ptr<std::basic_stringstream<char, std::char_traits<char>, std::allocator<char> > >::reset(std::basic_stringstream<char, std::char_traits<char>, std::allocator<char> >*)
  0.00      0.00     0.00      175     0.00     0.00  testing::internal::scoped_ptr<std::basic_stringstream<char, std::char_traits<char>, std::allocator<char> > >::~scoped_ptr()
  0.00      0.00     0.00      161     0.00     0.00  testing::internal::linked_ptr_internal::depart()
  0.00      0.00     0.00      161     0.00     0.00  std::vector<testing::internal::ParameterizedTestCaseInfoBase*, std::allocator<testing::internal::ParameterizedTestCaseInfoBase*> >::end()
  0.00      0.00     0.00      157     0.00     0.00  bool __gnu_cxx::operator!=<testing::internal::ParameterizedTestCaseInfoBase**, std::vector<testing::internal::ParameterizedTestCaseInfoBase*, std::allocator<testing::internal::ParameterizedTestCaseInfoBase*> > >(__gnu_cxx::__normal_iterator<testing::internal::ParameterizedTestCaseInfoBase**, std::vector<testing::internal::ParameterizedTestCaseInfoBase*, std::allocator<testing::internal::ParameterizedTestCaseInfoBase*> > > const&, __gnu_cxx::__normal_iterator<testing::internal::ParameterizedTestCaseInfoBase**, std::vector<testing::internal::ParameterizedTestCaseInfoBase*, std::allocator<testing::internal::ParameterizedTestCaseInfoBase*> > > const&)
  0.00      0.00     0.00      156     0.00     0.00  __gnu_cxx::__normal_iterator<std::pair<std::string, testing::internal::ParamGenerator<int> (*)()>*, std::vector<std::pair<std::string, testing::internal::ParamGenerator<int> (*)()>, std::allocator<std::pair<std::string, testing::internal::ParamGenerator<int> (*)()> > > >::base() const
  0.00      0.00     0.00      155     0.00     0.00  testing::internal::ValuesInIteratorRangeGenerator<int>::Iterator const* testing::internal::CheckedDowncastToActualType<testing::internal::ValuesInIteratorRangeGenerator<int>::Iterator const, testing::internal::ParamIteratorInterface<int> const>(testing::internal::ParamIteratorInterface<int> const*)
  0.00      0.00     0.00      155     0.00     0.00  bool __gnu_cxx::operator==<int const*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > const&)
  0.00      0.00     0.00      155     0.00     0.00  testing::internal::scoped_ptr<testing::internal::ParamIteratorInterface<int> >::operator*() const
  0.00      0.00     0.00      155     0.00     0.00  testing::internal::ParamIterator<int>::operator==(testing::internal::ParamIterator<int> const&) const
  0.00      0.00     0.00      155     0.00     0.00  testing::internal::ParamIterator<int>::operator!=(testing::internal::ParamIterator<int> const&) const
  0.00      0.00     0.00      155     0.00     0.00  testing::internal::ParamGenerator<int>::end() const
  0.00      0.00     0.00      155     0.00     0.00  testing::internal::ValuesInIteratorRangeGenerator<int>::End() const
  0.00      0.00     0.00      155     0.00     0.00  testing::internal::ValuesInIteratorRangeGenerator<int>::Iterator::Equals(testing::internal::ParamIteratorInterface<int> const&) const
  0.00      0.00     0.00      155     0.00     0.00  std::vector<int, std::allocator<int> >::end() const
  0.00      0.00     0.00      150     0.00     0.00  unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&)
  0.00      0.00     0.00      144     0.00     0.00  int* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<int>(int const*, int const*, int*)
  0.00      0.00     0.00      138     0.00     0.00  __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >::__normal_iterator(unsigned int* const&)
  0.00      0.00     0.00      138     0.00     0.00  std::vector<unsigned int, std::allocator<unsigned int> >::size() const
  0.00      0.00     0.00      137     0.00     0.00  testing::internal::TestFactoryBase::TestFactoryBase()
  0.00      0.00     0.00      137     0.00     0.00  testing::internal::TestFactoryBase::~TestFactoryBase()
  0.00      0.00     0.00      137     0.00     0.00  bool std::operator==<char, std::char_traits<char>, std::allocator<char> >(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*)
  0.00      0.00     0.00      136     0.00     0.00  __gnu_cxx::new_allocator<unsigned int>::~new_allocator()
  0.00      0.00     0.00      136     0.00     0.00  std::allocator<unsigned int>::~allocator()
  0.00      0.00     0.00      131     0.00     0.00  testing::Message& testing::Message::operator<< <int>(int const&)
  0.00      0.00     0.00      129     0.00     0.00  testing::Message& testing::Message::operator<< <char [2]>(char const (&) [2])
  0.00      0.00     0.00      128     0.00     0.00  std::_Iter_base<int const*, false>::_S_base(int const*)
  0.00      0.00     0.00      127     0.00     0.00  testing::Message& testing::Message::operator<< <std::string>(std::string const&)
  0.00      0.00     0.00      123     0.00     0.00  void testing_internal::DefaultPrintNonContainerTo<int>(int const&, std::ostream*)
  0.00      0.00     0.00      123     0.00     0.00  std::string testing::PrintToString<int>(int const&)
  0.00      0.00     0.00      123     0.00     0.00  testing::internal::ParamIterator<int>::operator++()
  0.00      0.00     0.00      123     0.00     0.00  void testing::internal::DefaultPrintTo<int>(char, testing::internal::bool_constant<false>, int const&, std::ostream*)
  0.00      0.00     0.00      123     0.00     0.00  void testing::internal::UniversalPrint<int>(int const&, std::ostream*)
  0.00      0.00     0.00      123     0.00     0.00  char testing::internal::IsContainerTest<int>(long)
  0.00      0.00     0.00      123     0.00     0.00  testing::internal::UniversalPrinter<int>::Print(int const&, std::ostream*)
  0.00      0.00     0.00      123     0.00     0.00  testing::internal::UniversalTersePrinter<int>::Print(int const&, std::ostream*)
  0.00      0.00     0.00      123     0.00     0.00  testing::internal::ValuesInIteratorRangeGenerator<int>::Iterator::Advance()
  0.00      0.00     0.00      123     0.00     0.00  void testing::internal::PrintTo<int>(int const&, std::ostream*)
  0.00      0.00     0.00      123     0.00     0.00  __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::operator++()
  0.00      0.00     0.00      123     0.00     0.00  testing::internal::scoped_ptr<testing::internal::TestMetaFactoryBase<int> >::operator->() const
  0.00      0.00     0.00      123     0.00     0.00  __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::operator*() const
  0.00      0.00     0.00      116     0.00     0.00  __gnu_cxx::__normal_iterator<testing::internal::ParameterizedTestCaseInfoBase**, std::vector<testing::internal::ParameterizedTestCaseInfoBase*, std::allocator<testing::internal::ParameterizedTestCaseInfoBase*> > >::operator++()
  0.00      0.00     0.00      110     0.00     0.00  __gnu_cxx::__normal_iterator<std::pair<std::string, testing::internal::ParamGenerator<int> (*)()>*, std::vector<std::pair<std::string, testing::internal::ParamGenerator<int> (*)()>, std::allocator<std::pair<std::string, testing::internal::ParamGenerator<int> (*)()> > > >::__normal_iterator(std::pair<std::string, testing::internal::ParamGenerator<int> (*)()>* const&)
  0.00      0.00     0.00      106     0.00     0.00  void std::_Destroy_aux<true>::__destroy<unsigned int*>(unsigned int*, unsigned int*)
  0.00      0.00     0.00      106     0.00     0.00  std::_Vector_base<unsigned int, std::allocator<unsigned int> >::_Vector_impl::~_Vector_impl()
  0.00      0.00     0.00      106     0.00     0.00  std::_Vector_base<unsigned int, std::allocator<unsigned int> >::_M_deallocate(unsigned int*, unsigned long)
  0.00      0.00     0.00      106     0.00     0.00  std::_Vector_base<unsigned int, std::allocator<unsigned int> >::~_Vector_base()
  0.00      0.00     0.00      106     0.00     0.00  std::vector<unsigned int, std::allocator<unsigned int> >::~vector()
  0.00      0.00     0.00      106     0.00     0.00  void std::_Destroy<unsigned int*>(unsigned int*, unsigned int*)
  0.00      0.00     0.00      106     0.00     0.00  void std::_Destroy<unsigned int*, unsigned int>(unsigned int*, unsigned int*, std::allocator<unsigned int>&)
  0.00      0.00     0.00      103     0.00     0.00  void std::_Destroy_aux<true>::__destroy<int*>(int*, int*)
  0.00      0.00     0.00      103     0.00     0.00  std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long)
  0.00      0.00     0.00      103     0.00     0.00  void std::_Destroy<int*>(int*, int*)
  0.00      0.00     0.00      103     0.00     0.00  void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&)
  0.00      0.00     0.00       99     0.00     0.00  std::_Vector_base<RL::EV3LineTracerState, std::allocator<RL::EV3LineTracerState> >::_M_get_Tp_allocator()
  0.00      0.00     0.00       99     0.00     0.00  std::_Vector_base<RL::RandomIdx, std::allocator<RL::RandomIdx> >::_M_get_Tp_allocator()
  0.00      0.00     0.00       99     0.00     0.00  std::_Vector_base<std::vector<RL::EV3LineTracerControl, std::allocator<RL::EV3LineTracerControl> >, std::allocator<std::vector<RL::EV3LineTracerControl, std::allocator<RL::EV3LineTracerControl> > > >::_M_get_Tp_allocator()
  0.00      0.00     0.00       97     0.00     0.00  testing::internal::linked_ptr_internal::join(testing::internal::linked_ptr_internal const*)
  0.00      0.00     0.00       92     0.00     0.00  __gnu_cxx::__normal_iterator<RL::EV3LineTracerState const*, std::vector<RL::EV3LineTracerState, std::allocator<RL::EV3LineTracerState> > >::__normal_iterator(RL::EV3LineTracerState const* const&)
  0.00      0.00     0.00       92     0.00     0.00  __gnu_cxx::__normal_iterator<RL::RandomIdx const*, std::vector<RL::RandomIdx, std::allocator<RL::RandomIdx> > >::__normal_iterator(RL::RandomIdx const* const&)
  0.00      0.00     0.00       92     0.00     0.00  __gnu_cxx::__normal_iterator<std::vector<RL::EV3LineTracerControl, std::allocator<RL::EV3LineTracerControl> > const*, std::vector<std::vector<RL::EV3LineTracerControl, std::allocator<RL::EV3LineTracerControl> >, std::allocator<std::vector<RL::EV3LineTracerControl, std::allocator<RL::EV3LineTracerControl> > > > >::__normal_iterator(std::vector<RL::EV3LineTracerControl, std::allocator<RL::EV3LineTracerControl> > const* const&)
  0.00      0.00     0.00       92     0.00     0.00  __gnu_cxx::__normal_iterator<RL::EV3LineTracerState const*, std::vector<RL::EV3LineTracerState, std::allocator<RL::EV3LineTracerState> > >::base() const
  0.00      0.00     0.00       92     0.00     0.00  __gnu_cxx::__normal_iterator<RL::RandomIdx const*, std::vector<RL::RandomIdx, std::allocator<RL::RandomIdx> > >::base() const
  0.00      0.00     0.00       92     0.00     0.00  __gnu_cxx::__normal_iterator<std::vector<RL::EV3LineTracerControl, std::allocator<RL::EV3LineTracerControl> > const*, std::vector<std::vector<RL::EV3LineTracerControl, std::allocator<RL::EV3LineTracerControl> >, std::allocator<std::vector<RL::EV3LineTracerControl, std::allocator<RL::EV3LineTracerControl> > > > >::base() const
  0.00      0.00     0.00       92     0.00     0.00  std::vector<unsigned int, std::allocator<unsigned int> >::end() const
  0.00      0.00     0.00       92     0.00     0.00  std::vector<unsigned int, std::allocator<unsigned int> >::begin() const
  0.00      0.00     0.00       92     0.00     0.00  std::_Iter_base<__gnu_cxx::__normal_iterator<RL::EV3LineTracerState const*, std::vector<RL::EV3LineTracerState, std::allocator<RL::EV3LineTracerState> > >, false>::_S_base(__gnu_cxx::__normal_iterator<RL::EV3LineTracerState const*, std::vector<RL::EV3LineTracerState, std::allocator<RL::EV3LineTracerState> > >)
  0.00      0.00     0.00       92     0.00     0.00  std::_Iter_base<__gnu_cxx::__normal_iterator<RL::EV3LineTracerState const*, std::vector<RL::EV3LineTracerState, std::allocator<RL::EV3LineTracerState> > >, true>::_S_base(__gnu_cxx::__normal_iterator<RL::EV3LineTracerState const*, std::vector<RL::EV3LineTracerState, std::allocator<RL::EV3LineTracerState> > >)
  0.00      0.00     0.00       92     0.00     0.00  unsigned int* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<unsigned int>(unsigned int const*, unsigned int const*, unsigned int*)
  0.00      0.00     0.00       92     0.00     0.00  std::_Miter_base<__gnu_cxx::__normal_iterator<RL::EV3LineTracerState const*, std::vector<RL::EV3LineTracerState, std::allocator<RL::EV3LineTracerState> > > >::iterator_type std::__miter_base<__gnu_cxx::__normal_iterator<RL::EV3LineTracerState const*, std::vector<RL::EV3LineTracerState, std::allocator<RL::EV3LineTracerState> > > >(__gnu_cxx::__normal_iterator<RL::EV3LineTracerState const*, std::vector<RL::EV3LineTracerState, std::allocator<RL::EV3LineTracerState> > >)
  0.00      0.00     0.00       92     0.00     0.00  std::_Niter_base<__gnu_cxx::__normal_iterator<RL::EV3LineTracerState const*, std::vector<RL::EV3LineTracerState, std::allocator<RL::EV3LineTracerState> > > >::iterator_type std::__niter_base<__gnu_cxx::__normal_iterator<RL::EV3LineTracerState const*, std::vector<RL::EV3LineTracerState, std::allocator<RL::EV3LineTracerState> > > >(__gnu_cxx::__normal_iterator<RL::EV3LineTracerState const*, std::vector<RL::EV3LineTracerState, std::allocator<RL::EV3LineTracerState> > >)
  0.00      0.00     0.00       92     0.00     0.00  unsigned int* std::__copy_move_a<false, unsigned int const*, unsigned int*>(unsigned int const*, unsigned int const*, unsigned int*)
  0.00      0.00     0.00       88     0.00     0.00  __gnu_cxx::new_allocator<int>::deallocate(int*, unsigned long)
  0.00      0.00     0.00       88     0.00     0.00  __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*)
  0.00      0.00     0.00       88     0.00     0.00  std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long)
  0.00      0.00     0.00       79     0.00     0.00  __gnu_cxx::new_allocator<int>::~new_allocator()
  0.00      0.00     0.00       79     0.00     0.00  std::allocator<int>::~allocator()
  0.00      0.00     0.00       76     0.00     0.00  __gnu_cxx::new_allocator<unsigned int>::new_allocator(__gnu_cxx::new_allocator<unsigned int> const&)
  0.00      0.00     0.00       76     0.00     0.00  std::allocator<unsigned int>::allocator(std::allocator<unsigned int> const&)
  0.00      0.00     0.00       76     0.00     0.00  std::_Iter_base<unsigned int*, false>::_S_base(unsigned int*)
  0.00      0.00     0.00       76     0.00     0.00  std::_Vector_base<unsigned int, std::allocator<unsigned int> >::_M_allocate(unsigned long)
  0.00      0.00     0.00       76     0.00     0.00  std::_Vector_base<unsigned int, std::allocator<unsigned int> >::_Vector_impl::_Vector_impl(std::allocator<unsigned int> const&)
  0.00      0.00     0.00       76     0.00     0.00  std::_Vector_base<unsigned int, std::allocator<unsigned int> >::_M_create_storage(unsigned long)
  0.00      0.00     0.00       76     0.00     0.00  std::_Vector_base<unsigned int, std::allocator<unsigned int> >::_Vector_base(unsigned long, std::allocator<unsigned int> const&)
  0.00      0.00     0.00       76     0.00     0.00  std::_Niter_base<unsigned int*>::iterator_type std::__niter_base<unsigned int*>(unsigned int*)
  0.00      0.00     0.00       71     0.00     0.00  std::vector<std::pair<std::string, testing::internal::ParamGenerator<int> (*)()>, std::allocator<std::pair<std::string, testing::internal::ParamGenerator<int> (*)()> > >::end()
  0.00      0.00     0.00       69     0.00     0.00  __gnu_cxx::__normal_iterator<RL::EV3LineTracerState*, std::vector<RL::EV3LineTracerState, std::allocator<RL::EV3LineTracerState> > >::__normal_iterator(RL::EV3LineTracerState* const&)
  0.00      0.00     0.00       69     0.00     0.00  __gnu_cxx::__normal_iterator<RL::RandomIdx*, std::vector<RL::RandomIdx, std::allocator<RL::RandomIdx> > >::__normal_iterator(RL::RandomIdx* const&)
  0.00      0.00     0.00       69     0.00     0.00  __gnu_cxx::__normal_iterator<std::vector<RL::EV3LineTracerControl, std::allocator<RL::EV3LineTracerControl> >*, std::vector<std::vector<RL::EV3LineTracerControl, std::allocator<RL::EV3LineTracerControl> >, std::allocator<std::vector<RL::EV3LineTracerControl, std::allocator<RL::EV3LineTracerControl> > > > >::__normal_iterator(std::vector<RL::EV3LineTracerControl, std::allocator<RL::EV3LineTracerControl> >* const&)
  0.00      0.00     0.00       69     0.00     0.00  __gnu_cxx::__normal_iterator<RL::RandomIdx*, std::vector<RL::RandomIdx, std::allocator<RL::RandomIdx> > >::base() const
  0.00      0.00     0.00       69     0.00     0.00  __gnu_cxx::__normal_iterator<std::vector<RL::EV3LineTracerControl, std::allocator<RL::EV3LineTracerControl> >*, std::vector<std::vector<RL::EV3LineTracerControl, std::allocator<RL::EV3LineTracerControl> >, std::allocator<std::vector<RL::EV3LineTracerControl, std::allocator<RL::EV3LineTracerControl> > > > >::base() const
  0.00      0.00     0.00       69     0.00     0.00  std::vector<RL::EV3LineTracerState, std::allocator<RL::EV3LineTracerState> >::size() const
  0.00      0.00     0.00       69     0.00     0.00  std::vector<RL::RandomIdx, std::allocator<RL::RandomIdx> >::size() const
  0.00      0.00     0.00       69     0.00     0.00  std::vector<std::vector<RL::EV3LineTracerControl, std::allocator<RL::EV3LineTracerControl> >, std::allocator<std::vector<RL::EV3LineTracerControl, std::allocator<RL::EV3LineTracerControl> > > >::size() const
  0.00      0.00     0.00       64     0.00     0.00  testing::internal::linked_ptr_internal::join_new()
  0.00      0.00     0.00       64     0.00     0.00  bool __gnu_cxx::operator!=<std::pair<std::string, testing::internal::ParamGenerator<int> (*)()>*, std::vector<std::pair<std::string, testing::internal::ParamGenerator<int> (*)()>, std::allocator<std::pair<std::string, testing::internal::ParamGenerator<int> (*)()> > > >(__gnu_cxx::__normal_iterator<std::pair<std::string, testing::internal::ParamGenerator<int> (*)()>*, std::vector<std::pair<std::string, testing::internal::ParamGenerator<int> (*)()>, std::allocator<std::pair<std::string, testing::internal::ParamGenerator<int> (*)()> > > > const&, __gnu_cxx::__normal_iterator<std::pair<std::string, testing::internal::ParamGenerator<int> (*)()>*, std::vector<std::pair<std::string, testing::internal::ParamGenerator<int> (*)()>, std::allocator<std::pair<std::string, testing::internal::ParamGenerator<int> (*)()> > > > const&)
  0.00      0.00     0.00       64     0.00     0.00  __gnu_cxx::__normal_iterator<std::pair<std::string, testing::internal::ParamGenerator<int> (*)()>*, std::vector<std::pair<std::string, testing::internal::ParamGenerator<int> (*)()>, std::allocator<std::pair<std::string, testing::internal::ParamGenerator<int> (*)()> > > >::operator->() const
  0.00      0.00     0.00       64     0.00     0.00  std::_Miter_base<int const*>::iterator_type std::__miter_base<int const*>(int const*)
  0.00      0.00     0.00       64     0.00     0.00  std::_Niter_base<int const*>::iterator_type std::__niter_base<int const*>(int const*)
  0.00      0.00     0.00       60     0.00     0.00  __gnu_cxx::new_allocator<unsigned int>::new_allocator()
  0.00      0.00     0.00       60     0.00     0.00  std::allocator<unsigned int>::allocator()
  0.00      0.00     0.00       54     0.00     0.00  testing::internal::linked_ptr<testing::internal::ParameterizedTestCaseInfo<EpisodeTest>::TestInfo>::operator->() const
  0.00      0.00     0.00       54     0.00     0.00  testing::internal::linked_ptr<testing::internal::ParameterizedTestCaseInfo<StochasticPolicyTest>::TestInfo>::operator->() const
  0.00      0.00     0.00       53     0.00     0.00  RL::EV3LineTracer::~EV3LineTracer()
  0.00      0.00     0.00       53     0.00     0.00  RL::StochasticPolicy::~StochasticPolicy()
  0.00      0.00     0.00       53     0.00     0.00  RL::Policy::~Policy()
  0.00      0.00     0.00       53     0.00     0.00  __gnu_cxx::new_allocator<RL::EV3LineTracerState>::~new_allocator()
  0.00      0.00     0.00       53     0.00     0.00  __gnu_cxx::new_allocator<RL::RandomIdx>::~new_allocator()
  0.00      0.00     0.00       53     0.00     0.00  __gnu_cxx::new_allocator<std::vector<RL::EV3LineTracerControl, std::allocator<RL::EV3LineTracerControl> > >::~new_allocator()
  0.00      0.00     0.00       53     0.00     0.00  std::allocator<RL::EV3LineTracerState>::~allocator()
  0.00      0.00     0.00       53     0.00     0.00  std::allocator<RL::RandomIdx>::~allocator()
  0.00      0.00     0.00       53     0.00     0.00  std::allocator<std::vector<RL::EV3LineTracerControl, std::allocator<RL::EV3LineTracerControl> > >::~allocator()
  0.00      0.00     0.00       53     0.00     0.00  void std::_Destroy_aux<false>::__destroy<RL::RandomIdx*>(RL::RandomIdx*, RL::RandomIdx*)
  0.00      0.00     0.00       53     0.00     0.00  void std::_Destroy_aux<false>::__destroy<std::vector<RL::EV3LineTracerControl, std::allocator<RL::EV3LineTracerControl> >*>(std::vector<RL::EV3LineTracerControl, std::allocator<RL::EV3LineTracerControl> >*, std::vector<RL::EV3LineTracerControl, std::allocator<RL::EV3LineTracerControl> >*)
  0.00      0.00     0.00       53     0.00     0.00  void std::_Destroy_aux<true>::__destroy<RL::EV3LineTracerState*>(RL::EV3LineTracerState*, RL::EV3LineTracerState*)
  0.00      0.00     0.00       53     0.00     0.00  std::_Vector_base<RL::EV3LineTracerState, std::allocator<RL::EV3LineTracerState> >::_Vector_impl::~_Vector_impl()
  0.00      0.00     0.00       53     0.00     0.00  std::_Vector_base<RL::EV3LineTracerState, std::allocator<RL::EV3LineTracerState> >::_M_deallocate(RL::EV3LineTracerState*, unsigned long)
  0.00      0.00     0.00       53     0.00     0.00  std::_Vector_base<RL::EV3LineTracerState, std::allocator<RL::EV3LineTracerState> >::~_Vector_base()
